fake name,school,sex,race/ethnicity,academic engagement,Random Number,Selected (X),school,sex,race,academic engagement
"Moore, Corey",Undergraduate Studies,male,Black,37,0.248948385,,,,,
"Huerta, Perla",Liberal Arts,female,Hispanic,26,0.248961906,,,,,
"Martindale, Kyler",Natural Sciences,male,Hispanic,36,0.248970133,,,,,
"Oliver, Zebulon",Business Administration,male,White,32,0.248994184,,,,,
"Roy, Molly",Natural Sciences,female,White,46,0.249018964,,,,,
"Ramirez, Roxana",Communication,female,Hispanic,34,0.249065823,,,,,
"Hubbard, Michelle",Natural Sciences,female,White,37,0.24908384,,,,,
"De Santiago Valle, Michael",Natural Sciences,male,Hispanic,39,0.249102112,,,,,
"Desouchet, Cassandra",Communication,female,White,36,0.249126969,,,,,
"Roque, Victor",Business Administration,male,Hispanic,31,0.249133057,,,,,
"Ormond, Arika",Business Administration,female,White,36,0.249182494,,,,,
"Nichols, Zachary",Liberal Arts,male,White,35,0.249199603,,,,,
"Farrell, Kayleigh",Natural Sciences,female,White,36,0.249234624,,,,,
"Garrels, Jacquelyn",Liberal Arts,female,Asian/Pacific Islander,29,0.249239389,,,,,
"Miller, Rebecca",Fine Arts,female,White,43,0.249249233,,,,,
"Flores, Abbey",Natural Sciences,female,White,34,0.24926673,,,,,
"Reich, Annmarie",Liberal Arts,female,White,31,0.249270297,,,,,
"Nightingale, Brenna",Business Administration,female,White,48,0.249287936,,,,,
"Saucedo, Dakota",Natural Sciences,female,Hispanic,47,0.249291936,,,,,
"Saenz, Miranda",Undergraduate Studies,female,Other,43,0.249293628,,,,,
"Amezcua, Danielle",Communication,female,Other,45,0.249298145,,,,,
"Duncan, Creeanna",Natural Sciences,female,Asian/Pacific Islander,31,0.249300107,,,,,
"Brown, Jasmine",Undergraduate Studies,female,Other,55,0.249302115,,,,,
"Apodaca, Mariah",Communication,female,Hispanic,38,0.249306732,,,,,
"Mishra, Mitchell",Engineering,male,Asian/Pacific Islander,36,0.249307461,,,,,
"Quintana, Zachary",Communication,male,Hispanic,29,0.249369289,,,,,
"Talent, Daina",Education,female,Hispanic,45,0.249394571,,,,,
"Brinks, Mallory",Fine Arts,female,White,37,0.249395401,,,,,
"Carey, Taylor",Business Administration,male,White,37,0.249396763,,,,,
"Rider, Anthony",Engineering,male,White,36,0.249520971,,,,,
"Tellez, Maria",Education,female,Hispanic,35,0.249522386,,,,,
"Koppman, Dontay",Liberal Arts,male,Black,28,0.249545523,,,,,
"Hunt, Dylan",Fine Arts,male,White,60,0.249581336,,,,,
"Mather, Young In",Business Administration,female,Other,46,0.249599906,,,,,
"Esparza, Yaresey",Natural Sciences,female,Other,44,0.249616916,,,,,
"Porter, Brian",Natural Sciences,male,White,28,0.249641885,,,,,
"Chand, Jade",Engineering,male,Asian/Pacific Islander,32,0.249648029,,,,,
"Centola, Gladys",Liberal Arts,female,Hispanic,25,0.24964994,,,,,
"Sandoval, Abriana",Liberal Arts,female,Hispanic,27,0.249712041,,,,,
"Hoeye, Breanna",Communication,female,White,33,0.249762421,,,,,
"Laitinen, Destiny",Communication,female,Hispanic,41,0.249816255,,,,,
"Torres, Bianca",Education,female,Hispanic,57,0.249823609,,,,,
"Dominguez, Maria",Social Work,female,Hispanic,28,0.249833072,,,,,
"Deavers, Logan",Liberal Arts,male,White,52,0.249863134,,,,,
"Mohilo, Sabra",Natural Sciences,female,White,41,0.249901089,,,,,
"Santos, Amanda",Liberal Arts,female,Hispanic,27,0.24993287,,,,,
"Rhodes, Harper",Education,female,White,33,0.249987009,,,,,
"Colson, Danielle",Nursing,female,White,48,0.249997083,,,,,
"Saunders III, Keyonna",Business Administration,female,Other,37,0.250011595,,,,,
"Johnson, Corrina",Liberal Arts,female,White,40,0.250020773,,,,,
"Boland, James",Business Administration,male,White,35,0.250053539,,,,,
"Madrid, Anna",Natural Sciences,female,Hispanic,38,0.250054377,,,,,
"Flukey, Irene",Liberal Arts,female,White,25,0.25008597,,,,,
"Lim, Sunny",Natural Sciences,male,Asian/Pacific Islander,36,0.250103195,,,,,
"Lee, Ashay",Natural Sciences,male,Asian/Pacific Islander,30,0.250175773,,,,,
"Aldana Diaz, David",Natural Sciences,male,Hispanic,38,0.250186749,,,,,
"Salazar, Dominic",Communication,male,Hispanic,35,0.250192361,,,,,
"Lindsey, Sonia",Natural Sciences,female,Hispanic,39,0.250199739,,,,,
"Lucky, Lauren",Undergraduate Studies,female,White,28,0.250231388,,,,,
"Brundage, Madeline",Business Administration,female,White,44,0.250264481,,,,,
"Elliott, Tyrel",Engineering,male,White,41,0.250270006,,,,,
"Allen, Tameshia",Communication,female,Black,35,0.250271503,,,,,
"Grammer, Daniel",Business Administration,male,White,34,0.250299466,,,,,
"Schlosser, Kevin",Natural Sciences,male,Other,37,0.250313572,,,,,
"Hanshue, Braiden",Business Administration,male,White,36,0.250323334,,,,,
"Proper, Chau",Liberal Arts,female,Asian/Pacific Islander,24,0.250358116,,,,,
"Tafoya, George",Liberal Arts,male,White,31,0.250379051,,,,,
"Aldrete, Jeremy",Engineering,male,Hispanic,36,0.250411223,,,,,
"Elder, Adam",Natural Sciences,male,White,31,0.250436184,,,,,
"Wagner, Aaron",Education,male,White,26,0.250437253,,,,,
"Ramirez, Christian",Business Administration,male,Hispanic,38,0.250437898,,,,,
"Miles, Jacob",Engineering,male,White,38,0.250453986,,,,,
"Ta, Henry",Engineering,male,Asian/Pacific Islander,33,0.250467443,,,,,
"Beardslee, Alexandra Tyler",Natural Sciences,female,Hispanic,49,0.250470796,,,,,
"Mitoma, Elizabeth",Natural Sciences,female,Asian/Pacific Islander,36,0.250473037,,,,,
"Yoon, Armaan",Natural Sciences,male,Asian/Pacific Islander,36,0.250477096,,,,,
"Reeves, Jasmine",Liberal Arts,female,White,34,0.250490319,,,,,
"Tochtrop, Amy",Engineering,female,Hispanic,38,0.250493946,,,,,
"Marcy, Katherine",Natural Sciences,female,White,33,0.250532775,,,,,
"Jahner, Brittany",Liberal Arts,female,Black,31,0.250536972,,,,,
"Wilson, Avery",Liberal Arts,female,White,25,0.25053855,,,,,
"Stouder, Jason",Liberal Arts,male,White,27,0.25054894,,,,,
"Keys, Rachel",Business Administration,female,White,43,0.250595802,,,,,
"Gioia, Celeste",Fine Arts,female,Hispanic,38,0.250610351,,,,,
"Esparza, Stephan",Communication,male,Hispanic,38,0.250610927,,,,,
"Byrne, Brianna",Nursing,female,White,58,0.250639289,,,,,
"Arguello, Jesus",Natural Sciences,male,Hispanic,34,0.250643898,,,,,
"Winters, Logan",Communication,male,White,34,0.250644707,,,,,
"Phan, Abhinav",Liberal Arts,male,Other,33,0.250668335,,,,,
"Hackett, Mallarie",Fine Arts,female,White,42,0.250701362,,,,,
"Newsom, Katrina",Natural Sciences,female,Asian/Pacific Islander,38,0.250746775,,,,,
"Ochoa, Arisbeth",Communication,female,Hispanic,36,0.250758684,,,,,
"Alarid, Reed",Natural Sciences,male,White,31,0.250770199,,,,,
"Ricci, Tucker",Liberal Arts,male,White,24,0.25077943,,,,,
"Steele, Carl",Liberal Arts,male,White,27,0.250871538,,,,,
"Sandoval, Jessica",Engineering,female,Hispanic,42,0.250893186,,,,,
"Kim, Christianne",Natural Sciences,female,Asian/Pacific Islander,36,0.250939574,,,,,
"Aranda, Jessica",Communication,female,Hispanic,39,0.250945082,,,,,
"Simpson, Ellie",Communication,female,White,34,0.250963722,,,,,
"Polk, Deangelo",Engineering,male,Other,37,0.25098955,,,,,
"Mccombs, Emlie",Communication,female,White,38,0.251004649,,,,,
"Van Tress, Tyler",Communication,male,White,46,0.251106165,,,,,
"La, Judy",Business Administration,female,Asian/Pacific Islander,37,0.251117492,,,,,
"Barnum, Matthew",Undergraduate Studies,male,White,29,0.251202452,,,,,
"Wright, Ty' Esha",Natural Sciences,female,Black,38,0.251205277,,,,,
"Williams, Georgette",Business Administration,female,Other,40,0.251216765,,,,,
"Wormuth, Alec",Natural Sciences,male,White,31,0.251249765,,,,,
"Piper, Bret",Natural Sciences,male,White,36,0.251270834,,,,,
"Shelton, Dora",Liberal Arts,female,Hispanic,27,0.251286181,,,,,
"Johns, Jackson",Geosciences,male,White,40,0.251287912,,,,,
"Borntrager, Connor",Business Administration,male,Asian/Pacific Islander,35,0.251311141,,,,,
"Harper, Kyler",Undergraduate Studies,male,White,27,0.251373131,,,,,
"Sedlmayr, Amanda",Engineering,female,White,52,0.251393227,,,,,
"Lucero, Alexis",Communication,female,Hispanic,36,0.251419763,,,,,
"Spano, Hollyn",Business Administration,female,White,39,0.251436058,,,,,
"Dacuag, Luke",Engineering,male,Asian/Pacific Islander,51,0.2514407,,,,,
"Yang, Phong",Liberal Arts,male,Asian/Pacific Islander,26,0.251488536,,,,,
"Gilmore, Kaia",Natural Sciences,female,White,33,0.251497077,,,,,
"Coggswell, Hayley",Fine Arts,female,White,39,0.251525169,,,,,
"Zehnder, Andrew",Natural Sciences,male,White,34,0.251570619,,,,,
"Mcglauchlin, Lyndsi",Natural Sciences,female,White,38,0.25157747,,,,,
"Shaffer, Colton",Engineering,male,White,34,0.251636,,,,,
"Jesser, Karley",Liberal Arts,female,White,60,0.251656456,,,,,
"Wilson, Jasmine",Liberal Arts,female,White,32,0.25168594,,,,,
"Sanchez, Karen",Business Administration,female,Hispanic,32,0.251713272,,,,,
"Galindo, Reece",Business Administration,male,White,37,0.251726971,,,,,
"Blunt, Evangaline",Education,female,Black,34,0.251745244,,,,,
"Castellanos, Guirnalda Azucena",Business Administration,female,Hispanic,40,0.251749896,,,,,
"Smith, Chiara",Natural Sciences,female,White,39,0.251757807,,,,,
"Rau, Tyler",Engineering,male,White,36,0.25176858,,,,,
"Syas, Samuel",Business Administration,male,Asian/Pacific Islander,28,0.251778617,,,,,
"Jesse, Charles",Natural Sciences,male,White,40,0.25183249,,,,,
"Kim, Yeen",Communication,male,Asian/Pacific Islander,35,0.251851782,,,,,
"Snyder, Madeline",Natural Sciences,female,White,52,0.251859791,,,,,
"Dang, Patrick",Business Administration,male,Other,35,0.251876525,,,,,
"Raya, Moriah",Natural Sciences,female,Hispanic,39,0.25189585,,,,,
"Banbury, Adam",Engineering,male,White,48,0.251912437,,,,,
"Adams, Codey",Liberal Arts,male,White,22,0.251948728,,,,,
"Aredo, Kionna",Liberal Arts,female,Black,30,0.251981652,,,,,
"Davis, Ryan",Liberal Arts,male,White,20,0.25198854,,,,,
"Brown, Kayla",Business Administration,female,White,60,0.252007486,,,,,
"Lucy, Tanner",Natural Sciences,male,White,41,0.252013617,,,,,
"Drake, Zachary",Engineering,male,White,34,0.252051263,,,,,
"Huang, Jia",Natural Sciences,female,Asian/Pacific Islander,39,0.252052784,,,,,
"Davis, Mark",Liberal Arts,male,Asian/Pacific Islander,28,0.252080279,,,,,
"Bains, Richard",Liberal Arts,male,Asian/Pacific Islander,27,0.252099426,,,,,
"Abeyta, Alex",Education,male,Hispanic,27,0.252104039,,,,,
"Roybal, Ryan",Natural Sciences,male,White,32,0.252117933,,,,,
"Nguyen, Lang",Business Administration,male,Asian/Pacific Islander,34,0.252130964,,,,,
"Sadler, Samantha",Business Administration,female,White,34,0.252171155,,,,,
"Hernandez, Victor",Fine Arts,male,Hispanic,38,0.252176251,,,,,
"Konecny, Cassandra",Undergraduate Studies,female,White,30,0.252253228,,,,,
"Pfannenstiel, Jaideep",Natural Sciences,male,Asian/Pacific Islander,33,0.252268456,,,,,
"Rupp, Katelyn",Communication,female,White,46,0.252290863,,,,,
"Volz, Sydney",Nursing,female,White,44,0.252341207,,,,,
"Mccann-Fidler, David",Communication,male,White,28,0.252422424,,,,,
"Stillman, Emily",Liberal Arts,female,White,24,0.252451646,,,,,
"Neil, Tyler",Business Administration,male,White,36,0.252466979,,,,,
"Blanton, Autumn",Social Work,female,Black,60,0.252507029,,,,,
"Christopherson, Madison",Liberal Arts,female,White,25,0.252529071,,,,,
"Hershey, Felix",Engineering,male,White,33,0.252541086,,,,,
"Conrad, Megan",Natural Sciences,female,White,35,0.252552141,,,,,
"Hromas, Tyler",Natural Sciences,male,White,35,0.252576342,,,,,
"Horowitz, Ross",Engineering,male,White,34,0.252581661,,,,,
"Tran, James",Liberal Arts,male,Asian/Pacific Islander,28,0.252602127,,,,,
"Mills, Enrique",Natural Sciences,male,Hispanic,35,0.252697595,,,,,
"Juvera, Christina",Education,female,Hispanic,38,0.252708743,,,,,
"Alvarez, Lucero Rubi",Business Administration,female,Hispanic,39,0.252723784,,,,,
"Ramirez-Rodriguez, Luis",Liberal Arts,male,Hispanic,21,0.25272445,,,,,
"Esquivel, Tanya",Communication,female,Hispanic,53,0.252731502,,,,,
"Sebastian, Marvin",Education,male,Black,27,0.252736229,,,,,
"Henry, Ceanna",Communication,female,White,40,0.252757246,,,,,
"Johnson, Cobi",Engineering,male,White,46,0.252757722,,,,,
"Chavira-Nieto, Daniela",Communication,female,Hispanic,39,0.252758385,,,,,
"Caprio, Jessica",Undergraduate Studies,female,White,35,0.252764548,,,,,
"Brown, Kaitlin",Fine Arts,female,White,43,0.252791508,,,,,
"Desimone, Gabriel",Business Administration,male,White,44,0.252820301,,,,,
"Gibson, Steven",Undergraduate Studies,male,Asian/Pacific Islander,54,0.252840443,,,,,
"Welch, Brysson",Natural Sciences,male,Other,35,0.252869271,,,,,
"Geist, Michelle",Education,female,White,33,0.252882978,,,,,
"Dockins, Matthew",Communication,male,White,31,0.252933332,,,,,
"Rojas, Martha",Natural Sciences,female,Hispanic,34,0.252951812,,,,,
"Osowski, Erin",Communication,female,White,32,0.253019982,,,,,
"Sounakhene, Anna",Liberal Arts,female,Asian/Pacific Islander,28,0.253031416,,,,,
"Maresca, Luis",Liberal Arts,male,Hispanic,23,0.253048702,,,,,
"Schipper, Kaitlynn",Liberal Arts,female,White,33,0.253057215,,,,,
"Hess, Cody",Engineering,male,White,42,0.253078897,,,,,
"Quinonez, Veronica",Engineering,female,Other,38,0.253192046,,,,,
"Hernandez, Aaron",Communication,male,Hispanic,25,0.253213093,,,,,
"Pham, Andrew",Nursing,male,Asian/Pacific Islander,41,0.253217639,,,,,
"Schmidt, Sou",Business Administration,male,Asian/Pacific Islander,37,0.253221018,,,,,
"Cox, Cecilia",Communication,female,White,42,0.253287301,,,,,
"Lucas, Givonne",Liberal Arts,male,Black,24,0.253298269,,,,,
"Kull, Thomas",Engineering,male,White,36,0.253330058,,,,,
"Watts, Sam",Education,male,White,32,0.253356396,,,,,
"Rogers, Kevin",Natural Sciences,male,Other,49,0.253384327,,,,,
"Mikkelson, Gareth",Engineering,male,White,40,0.253389812,,,,,
"Lee, Nina",Liberal Arts,female,Other,28,0.253409107,,,,,
"Maestas, Amairany",Communication,female,Hispanic,36,0.253446788,,,,,
"Negasi, Katelyn",Natural Sciences,female,Black,55,0.253446913,,,,,
"Saracay, Lee Anna",Natural Sciences,female,Hispanic,36,0.253462622,,,,,
"Marintzer, Joshua",Natural Sciences,male,White,31,0.253494465,,,,,
"Scheibler, Scott",Natural Sciences,male,White,46,0.253534706,,,,,
"Petrocco, Josef",Natural Sciences,male,White,33,0.253537193,,,,,
"Miranda Gomez, Victor",Natural Sciences,male,Hispanic,38,0.25366115,,,,,
"Lundblade, Amanda",Natural Sciences,female,White,35,0.253752586,,,,,
"Moin, Priyanka",Natural Sciences,female,Asian/Pacific Islander,53,0.253763318,,,,,
"Garcia, Brenda Aracely",Natural Sciences,female,Hispanic,35,0.253824988,,,,,
"Herrera, Laurel",Engineering,female,Other,38,0.253855627,,,,,
"Swensen, Laura",Business Administration,female,White,60,0.25386692,,,,,
"Hill, Brady",Engineering,male,White,60,0.253870613,,,,,
"Birch, Joseph",Engineering,male,White,34,0.253897782,,,,,
"Perkins, Shannon",Communication,female,White,33,0.253943153,,,,,
"Smith, Matthew",Business Administration,male,White,38,0.253972222,,,,,
"Fernandez, Gabriel",Natural Sciences,male,Hispanic,35,0.253994111,,,,,
"Prell, Laura",Business Administration,female,White,33,0.254000916,,,,,
"Sampson, Brendon",Liberal Arts,male,White,27,0.254039282,,,,,
"Araki, Xavia",Liberal Arts,female,Asian/Pacific Islander,30,0.254055073,,,,,
"Studer, Malik",Communication,male,White,29,0.254095906,,,,,
"Kirby, Kendall",Education,female,White,35,0.254135543,,,,,
"Chongtoua, Ilea",Communication,female,Asian/Pacific Islander,35,0.254179191,,,,,
"Ranucci, Alisha",Liberal Arts,female,White,27,0.254222553,,,,,
"Koldeway, Alyssia",Engineering,female,White,55,0.254230442,,,,,
"Nikhomvan, Valerie",Engineering,female,Asian/Pacific Islander,41,0.254238278,,,,,
"Garcia Lopez, Lorenzo",Natural Sciences,male,Hispanic,33,0.254250533,,,,,
"Morales, Flor",Liberal Arts,female,Hispanic,33,0.254283366,,,,,
"Petrie, Amy",Liberal Arts,female,Hispanic,26,0.254292928,,,,,
"Marquez, Nathan",Natural Sciences,male,Hispanic,54,0.254350677,,,,,
"Engbarth, Kyle",Business Administration,male,White,34,0.254361046,,,,,
"Luu, Lance",Natural Sciences,male,Asian/Pacific Islander,46,0.254364342,,,,,
"Sowles, Jose",Natural Sciences,male,Hispanic,34,0.25436497,,,,,
"Lopez, Michaelyn",Undergraduate Studies,female,Hispanic,39,0.254391902,,,,,
"Bible, Courtney",Business Administration,female,White,41,0.254433964,,,,,
"Qadri, Olivia",Liberal Arts,female,Other,40,0.254475687,,,,,
"Zhou, Leila",Natural Sciences,female,Asian/Pacific Islander,35,0.254498716,,,,,
"Hope Crichlow, Deserae",Liberal Arts,female,Black,29,0.254523637,,,,,
"Pendleton, Denna",Fine Arts,female,White,41,0.254542917,,,,,
"Adams, Tyra",Engineering,female,Other,34,0.254546829,,,,,
"Tomsha, Griffin",Natural Sciences,male,White,33,0.254551062,,,,,
"Nunez Salazar, Melisa",Fine Arts,female,Hispanic,40,0.25458043,,,,,
"Hinojos, Joseph",Fine Arts,male,Hispanic,43,0.254613473,,,,,
"Seaman, Brian",Communication,male,White,32,0.254667957,,,,,
"Tate, Helen",Liberal Arts,female,Black,29,0.25468199,,,,,
"Leon-Bojorquez, Chaz",Communication,male,Hispanic,29,0.25470585,,,,,
"Schichtel, Young",Natural Sciences,female,Asian/Pacific Islander,38,0.254717201,,,,,
"Martinez Trujillo, Ivan",Natural Sciences,male,Hispanic,46,0.254772421,,,,,
"Brodheim, Jace",Natural Sciences,male,White,35,0.254816046,,,,,
"Volmert, Joseph",Natural Sciences,male,White,31,0.254835164,,,,,
"Aragon, Greg",Education,male,Hispanic,36,0.254860271,,,,,
"Johnson, Cassandra",Natural Sciences,female,White,35,0.254960263,,,,,
"Mak, Amrick",Engineering,male,White,45,0.254966316,,,,,
"Morris, Jamice",Undergraduate Studies,female,Other,30,0.254973787,,,,,
"Rosas, Leticia",Communication,female,Other,35,0.254981523,,,,,
"Martinez, Carlos",Liberal Arts,male,Hispanic,21,0.255013275,,,,,
"Macklberg, Simon",Undergraduate Studies,male,White,29,0.255020321,,,,,
"Tooma, Steven",Liberal Arts,male,White,22,0.255178976,,,,,
"Beasley, Wesley",Business Administration,male,White,57,0.255185036,,,,,
"Beasley, Morgan",Nursing,female,White,50,0.255192377,,,,,
"Mccarron, Heather",Liberal Arts,female,White,27,0.255218814,,,,,
"Hales, Reiko",Fine Arts,male,Black,42,0.255243533,,,,,
"Hsu, Roger",Natural Sciences,male,Asian/Pacific Islander,39,0.25524863,,,,,
"Thomas, Joshua",Business Administration,male,Other,35,0.255288867,,,,,
"Williams, Chad",Natural Sciences,male,White,37,0.255346496,,,,,
"Murphy, Jacqueline",Liberal Arts,female,White,39,0.255394632,,,,,
"Hayutin, Strider",Liberal Arts,male,White,29,0.255417171,,,,,
"Montana, Elizabeth",Liberal Arts,female,White,34,0.255428818,,,,,
"Brown, Macy",Engineering,female,White,44,0.255465347,,,,,
"Soto, Caleb",Engineering,male,Asian/Pacific Islander,33,0.255487993,,,,,
"Leung, Jason",Engineering,male,Other,37,0.255541749,,,,,
"Allen, Nakesha",Natural Sciences,female,Black,40,0.255545332,,,,,
"Martinez, Jazmin",Natural Sciences,female,Hispanic,38,0.25554997,,,,,
"Bruggink, Adam",Engineering,male,White,34,0.255558021,,,,,
"Seto, Phomy",Natural Sciences,male,Asian/Pacific Islander,32,0.255566488,,,,,
"Fofana, Courtney",Natural Sciences,female,Black,41,0.255567566,,,,,
"Ao, Phomy",Natural Sciences,male,Asian/Pacific Islander,34,0.255578113,,,,,
"Botos, Emmett",Engineering,male,White,30,0.255599711,,,,,
"Mccabe, Wakiyan",Liberal Arts,male,Other,26,0.255614814,,,,,
"Kim, Pranaya",Education,female,American Indian,33,0.255617066,,,,,
